goodreads_id,title,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_no_of_books,author_followers,original_title,all_contributors,number_of_editions,currently_reading,to_read,first_published_date,publisher,no_of_papers,book_type,is_translated,translator,main_genre,sub_genre
28928544,بالطو وفانله وتاب,2016-01-01,2162,354,3.35,402,596,690,295,179,أحمد عاطف,4,475,بالطو وفانله وتاب,أحمد عاطف,5,152,2065,2019-01-01, دار تويا للنشر والتوزيع,255.0,Paperback,False,,Nonfiction,Nonfiction
30763001,تذكرة وحيدة للقاهرة,2016-07-07,8408,1069,4.03,1927,5088,1170,148,75,أشرف العشماوي,13,164,تذكرة وحيدة للقاهرة,أشرف العشماوي,16,285,4753,2019-01-01, الدار المصرية اللبنانية,472.0,Paperback,False,,Novels,Novels
22925595,داخل المكتبة .. خارج العالم,2015-11-05,1943,493,3.73,485,701,560,146,51,Virginia Woolf,1360,215,داخل المكتبة.. خارج العالم ,"Virginia Woolf,Rudyard Kipling,Henry Miller",2,174,5696,2019-01-01, دار أثر,160.0,Paperback,False,,Nonfiction,Nonfiction
12686595,أريد رجلًا,2011-01-01,4857,702,3.79,1519,1611,1095,430,202,نور عبدالمجيد,15,4411,أريد رجلًا,نور عبدالمجيد,4,234,5388,2019-01-01, دار الساقي,364.0,Paperback,False,,Novels,Novels
20492184,الهول,2014-07-20,4222,475,3.42,686,1361,1428,530,217,أحمد خالد توفيق,553,293,الهول,أحمد خالد توفيق,2,239,4174,2019-01-01, الكرمة للنشر والتوزيع,248.0,Paperback,False,,Novels,Novels
21519558,جونتنامو,2014-01-01,4661,695,3.38,741,1489,1503,637,291,Youssef Ziedan,40,1609,جونتنامو,"Youssef Ziedan,يوسف زيدان",6,270,3892,2019-01-01, دار الشروق,288.0,Paperback,False,,Novels,Novels
18664908,محطة الرمل,2013-09-01,2988,483,3.59,676,1002,862,314,134,Ahmed Salama,3,1077,محطة الرمل,Ahmed Salama,3,160,4814,2019-01-01, dawen for publishing  دار دوِّن للنشرو والتوزيع,290.0,Paperback,False,,Novels,Novels
6006800,ارتطام لم يسمع له دوي,2005-10-01,4674,889,3.51,1012,1390,1461,583,228,بثينة العيسى,22,25,ارتطام لم يسمع له دوي,بثينة العيسى,5,106,5637,2019-01-01, دار المدى للطباعة والنشر والتوزيع,127.0,Paperback,False,,Novels,Novels
17340078,أنا شهيرة,2013-01-01,3218,389,3.7,971,1013,750,276,208,نور عبدالمجيد,15,4411,أنا شهيرة,نور عبدالمجيد,6,271,5556,2019-01-01, الدار المصرية اللبنانية,395.0,Paperback,False,,Novels,Novels
9568185-3,الآن نفتح الصندوق 3,2010-01-01,2948,182,3.72,664,1102,905,232,45,أحمد خالد توفيق,553,293,الآن نفتح الصندوق 3,أحمد خالد توفيق,7,66,1176,2019-01-01, دار ليلى للنشر والتوزيع ,195.0,Paperback,False,,Novels,Novels
15714709,سمراويت,2012-01-01,4524,1016,3.64,1045,1543,1362,424,150,حجي جابر,6,1307,سمراويت,حجي جابر,3,225,4704,2019-01-01, المركز الثقافي العربي,189.0,Paperback,False,,Novels,Novels
6799039,٥٥ مشكلة حب,1966-01-01,7928,907,3.41,1693,2052,2549,1097,537,مصطفى محمود,164,21,٥٥ مشكلة حب,مصطفى محمود,5,84,1759,2019-01-01, دار المعارف بمصر,182.0,Paperback,False,,Philosophy,Philosophy
3491171,البحث عن الذات,1977-01-01,3772,368,3.75,1183,1164,909,335,181,أنور السادات,15,368,البحث عن الذات,"أنور السادات,Muhammad Anwar el-Sadat",14,472,7469,2019-01-01, المكتب المصري الحديث,455.0,Paperback,False,,Nonfiction,Nonfiction
5822364,حظك اليوم,2008-01-01,5655,630,3.63,1212,1982,1793,506,162,أحمد خالد توفيق,553,293,حظك اليوم,أحمد خالد توفيق,6,135,4432,2019-01-01, دار دايموند بوك,95.0,Paperback,False,,Novels,Novels
5948888,حكاية بلا بداية ولا نهاية,1971-01-01,1808,204,3.67,385,667,567,149,40,Naguib Mahfouz,429,144,حكاية بلا بداية ولا نهاية,"Naguib Mahfouz,Naguib Mahfouz",12,106,2357,2019-01-01, دار الشروق,252.0,Paperback,False,,Novels,Novels
16101638,قصر الكلام,2012-01-01,3386,281,4.09,1635,902,515,178,156,جلال عامر,3,2662,قصر الكلام,جلال عامر,2,817,19700,2019-01-01, دار الشروق,408.0,Paperback,False,,Nonfiction,Nonfiction
3258597,الضوء الأزرق,2001-01-01,4727,1083,3.96,1848,1471,955,296,157,حسين البرغوثي,16,1285,الضوء الأزرق,حسين البرغوثي,11,337,5927,2019-01-01, الرعاة للدراسات والنشر ,178.0,Paperback,False,,Philosophy,Philosophy
11252250,حصن المسلم: من أذكار الكتاب والسنة,2019-01-01,2804,138,4.71,2289,310,132,40,33,سعيد بن علي بن وهف القحطاني,95,74,حصن المسلم: من أذكار الكتاب والسنة,سعيد بن علي بن وهف القحطاني,22,120,1588,2019-01-01, وزارة الشؤون الإسلامية للأوقاف والدعوة والإرشاد,96.0,Paperback,False,,Philosophy,Philosophy
6928795,منطق ابن خلدون,2009-01-01,2283,278,4.09,902,859,396,87,39,علي الوردي Ali Al-Wardi,40,5983,منطق ابن خلدون,علي الوردي Ali Al-Wardi,5,311,8441,2019-01-01, دار كوفان - لندن,294.0,Paperback,False,,Philosophy,Philosophy
9858291,حكايا السمراء,2010-12-01,3916,514,3.51,1021,998,1101,536,260,سارة درويش,6,5431,حكايا السمراء,سارة درويش,3,175,4731,2010-12-01,"december 1, 2010",51.0,Paperback,False,,Novels,Novels
8050817,كل رجال الباشا: محمد علي وجيشه وبناء مصر الحديثة,1997-01-01,2272,409,4.15,876,988,310,58,40,Khaled Fahmy,10,182,All the Pasha's Men: Mehmed Ali His Army and the Making of Modern Egypt,"Khaled Fahmy,شريف يونس (Translator)",17,634,7544,2019-01-01, دار الشروق,454.0,Paperback,True,شريف يونس,Nonfiction,Nonfiction
8126204,تحت سماء كوبنهاغن,2010-01-01,3230,576,3.58,813,944,941,366,166,حوراء النداوي,3,725,تحت سماء كوبنهاغن,حوراء النداوي,2,208,6086,2019-01-01, دار الساقي,392.0,Paperback,False,,Novels,Novels
7140273,لو كان بيننا,2009-01-01,2096,187,4.15,1084,502,320,129,61,أحمد الشقيري,14,9175,لو كان بيننا ,أحمد الشقيري,4,192,7749,2009-01-01,الإبداع الفكري,202.0,Paperback,False,,Nonfiction,Nonfiction
6082944,صديقي لا تأكل نفسك,1989-01-01,4470,758,3.8,1140,1740,1225,302,63,عبد الوهاب مطاوع,61,4347,صديقي لا تأكل نفسك,عبد الوهاب مطاوع,3,368,7626,2019-01-01, دار الشروق,114.0,Paperback,False,,Philosophy,Philosophy
6154011,لأني أحبك,2005-01-01,1987,305,3.87,651,663,483,143,47,فاروق جويدة,50,6054,لأني أحبك,فاروق جويدة,2,61,2693,2019-01-01, دار الشروق,144.0,Paperback,False,,Poetry,Poetry
12091888,سيكولوجية الجماهير,1895-01-01,15488,2016,3.84,4013,6424,3868,884,299,Gustave Le Bon,243,1297,Psychologie des Foules,"Gustave Le Bon,هاشم صالح (Translator),Hofman L. K. (Translator)",641,4174,33200,2019-01-01, دار الساقي,200.0,Paperback,True,هاشم صالح,Philosophy,Philosophy
7433963-40,40 في معنى أن أكبر,2009-01-01,3146,788,3.62,846,907,885,357,151,ليلى الجهني,3,679,في معنى أن أكبر,ليلى الجهني,4,119,355,2019-01-01, دار الآداب,63.0,Paperback,False,,Philosophy,Philosophy
5948950,شيء سيبقى بيننا,1983-01-01,2474,406,3.88,817,811,626,163,57,فاروق جويدة,50,6054,شيء سيبقى بيننا,فاروق جويدة,3,59,1954,2019-01-01, دار غريب للطباعة و النشر و التوزيع,127.0,Paperback,False,,Poetry,Poetry
6004850,أسطورة آكل البشر,1998-07-10,4906,366,3.89,1495,1810,1237,301,63,أحمد خالد توفيق,553,293,أسطورة آكل البشر,أحمد خالد توفيق,6,39,1512,2019-01-01, المؤسسة العربية الحديثة للطبع والنشر والتوزيع,116.0,Paperback,False,,Novels,Novels
8533616,بروكلين هايتس,2010-01-01,1245,254,2.81,152,197,374,304,218,ميرال الطحاوي,13,190,بروكلين هايتس,"ميرال الطحاوي,Miral al-Tahawy",10,75,1219,2019-01-01, دار ميريت - القاهرة,234.0,Paperback,False,,Novels,Novels
7101838,البدائع والطرائف,1923-01-01,1359,196,3.8,361,501,389,86,22,Kahlil Gibran,1097,137,Al-Bada'i' waal-Tara'if,"Kahlil Gibran,نازك سابا يارد (Editor),جبران خليل جبران",25,303,1316,2019-01-01, مؤسسة بحسون,230.0,Paperback,False,,Philosophy,Philosophy
7706102,ضحك مجروح,2010-01-01,5040,453,3.62,981,1796,1729,421,113,بلال فضل Belal Fadl,20,9280,ضحك مجروح,بلال فضل Belal Fadl,7,317,5014,2019-01-01, دار الشروق,237.0,Paperback,False,,Nonfiction,Nonfiction
6774781,دماغي كده,2008-01-01,3877,296,3.88,1199,1404,974,226,74,أحمد خالد توفيق,553,293,دماغي كده,أحمد خالد توفيق,3,246,6852,2019-01-01, المؤسسة العربية الحديثة,286.0,Mass Market Paperback,False,,Nonfiction,Nonfiction
6349055,كان ما كان,2000-01-01,752,98,3.82,232,241,208,54,17,Mikhail Naimy,50,2018,كان ما كان,Mikhail Naimy,5,67,1530,2019-01-01, مؤسسة نوفل,137.0,Paperback,False,,Literature,Literature
3294671,صوفيا,2004-01-01,3644,672,3.08,534,744,1232,734,400,محمد حسن علوان,9,6301,صوفيا,محمد حسن علوان,5,151,3853,2019-01-01, دار الساقي ,133.0,Hardcover,False,,Novels,Novels
7514774,نهاية العالم: أشراط الساعة الصغرى والكبرى,2010-01-01,4202,375,4.13,2098,1115,610,216,163,محمد عبد الرحمن العريفي,73,2913,نهاية العالم أشراط الساعة الصغرى والكبرى ,محمد عبد الرحمن العريفي,14,441,6055,2010-01-01,دار التدمرية ,383.0,Hardcover,False,,Nonfiction,Nonfiction
3962401,لغز الحياة,1967-01-01,3946,441,3.93,1306,1441,893,224,82,مصطفى محمود,164,21,لغز الحياة,مصطفى محمود,7,299,6201,2019-01-01, دار أخبار اليوم - قطاع الثقافة,111.0,Paperback,False,,Philosophy,Philosophy
4017177,ثورة في السنة النبوية,2004-06-01,2109,346,3.89,737,646,531,148,47,Ghazi A. Algosaibi,89,852,ثورة في السنة النبوية,"Ghazi A. Algosaibi,غازي عبد الرحمن القصيبي",3,27,1737,2019-01-01, دار الساقي,62.0,Paperback,False,,Philosophy,Philosophy
6135121,حمار الحكيم,1940-01-01,3825,462,3.44,645,1222,1311,477,170,Tawfiq Al-Hakim,175,543,حمار الحكيم,"Tawfiq Al-Hakim,توفيق الحكيم",14,116,2876,2019-01-01, دار الشروق,132.0,Paperback,False,,Novels,Novels
2392613._,شهرزاد,1934-01-01,1410,143,3.61,291,488,460,135,36,Tawfiq Al-Hakim,175,543,شهرزاد,"Tawfiq Al-Hakim,توفيق الحكيم",6,37,1113,2019-01-01, دار الشروق,195.0,Paperback,False,,Novels,Novels
5960126,الذين عادوا إلى السماء,1995-01-01,3026,227,3.4,560,862,1020,402,182,أنيس منصور,184,7594,الذين عادوا إلى السماء,أنيس منصور,11,78,1707,2019-01-01, دار الشروق,172.0,Paperback,False,,Nonfiction,Nonfiction
4665316,في الشعر الجاهلي,1926-01-01,1730,266,3.76,472,654,404,113,87,طه حسين,176,3465,فى الشعر الجاهلى,طه حسين,15,181,3484,2019-01-01, رؤية للنشر والتوزيع,292.0,Paperback,False,,Nonfiction,Nonfiction
6462570,الحقيقة الغائبة,1988-01-01,2768,484,3.93,969,1019,524,134,122,فرج فودة,16,1555,الحقيقة الغائبة,فرج فودة,1,277,5263,2019-01-01, دار الفكر,147.0,Paperback,False,,Nonfiction,Nonfiction
6037287,الأرض,1954-01-01,1417,142,4.14,589,538,209,60,21,عبد الرحمن الشرقاوي,35,1237,الأرض,عبد الرحمن الشرقاوي,14,75,3713,2019-01-01, دار الشروق,558.0,Paperback,False,,Novels,Novels
5769226,عثمان,1952-10-01,2173,318,4.2,927,883,267,67,29,طه حسين,176,3465,الفتنة الكبرى: عثمان,طه حسين,15,306,3768,2019-01-01, دار المعارف,232.0,Paperback,False,,Nonfiction,Nonfiction
2867968,رد قلبي,1955-01-01,1847,83,3.79,570,594,458,168,57,يوسف السباعي,79,4270,رد قلبي,يوسف السباعي,1,54,2099,2019-01-01, دار مصر للطباعة,760.0,Paperback,False,,Novels,Novels
56492991,صالة أورفانيللي,2021-01-03,3129,1007,4.16,1206,1359,451,82,31,أشرف العشماوي,13,164,صالة أورفانيللي,أشرف العشماوي,10,209,2983,2019-01-01, الدار المصرية اللبنانية,424.0,Paperback,False,,Novels,Novels
55215870,ورثة آل الشيخ,2020-09-01,1057,250,3.63,228,391,302,95,41,أحمد القرملاوي,9,740,ورثة آل الشيخ,أحمد القرملاوي,3,117,1809,2019-01-01, مكتبة الدار العربية للكتاب - القاهرة,280.0,Paperback,False,,Novels,Novels
54550878,شلة ليبون,2020-07-01,1883,350,3.46,321,625,633,216,88,هشام الخشن,11,1069,شلة ليبون,هشام الخشن,3,135,1636,2019-01-01, الدار المصرية اللبنانية ,250.0,Paperback,False,,Novels,Novels
50627256,أمواج أكما,2020-01-01,5898,654,4.15,2689,1909,921,244,135,عمرو عبدالحميد,7,6804,أمواج أكما,عمرو عبدالحميد,2,286,4647,2019-01-01, عصير الكتب للنشر والتوزيع,320.0,Paperback,False,,Novels,Novels
50707538,إذما,2020-01-01,2146,394,3.94,840,687,379,138,102,محمد صادق,9,9039,إذما,"محمد صادق,كريم آدم (illustrator)",2,237,2956,2019-01-01, الرواق للنشر والتوزيع,368.0,Paperback,False,,Novels,Novels
36256977,مخطوطات مدفونة,2017-01-01,1657,153,3.88,611,464,411,117,54,عبدالوهاب السيد الرفاعي,26,4706,مخطوطات مدفونة,"عبدالوهاب السيد الرفاعي,Osamah M. Al Muslim - أسامة المسلم",1,112,2874,2019-01-01, نوفا بلس للنشر والتوزيع,335.0,Paperback,False,,Novels,Novels
34311613,كيف تلتئم: عن الأمومة وأشباحها,2017-01-01,2255,632,4.08,945,774,365,118,53,إيمان مرسال,10,1801,كيف تلتئم: عن الأمومة وأشباحها,إيمان مرسال,2,111,4260,2019-01-01, kayfa ta,147.0,Paperback,False,,Nonfiction,Nonfiction
13601859,الشيطان يعظ,1979-01-01,2488,232,3.86,653,1035,638,127,35,Naguib Mahfouz,429,144,الشيطان يعظ ,"Naguib Mahfouz,نجيب محفوظ",10,174,5830,2019-01-01, دار الشروق,400.0,Paperback,False,,Novels,Novels
29929174,حديث المساء,2016-01-01,4477,507,3.76,1367,1446,1069,397,198,أدهم شرقاوي,31,5852,حديث المساء,أدهم شرقاوي,1,442,5793,2019-01-01, دار كلمات للنشر والتوزيع - الكويت,291.0,Paperback,False,,Nonfiction,Nonfiction
29381852,ذات فقد,2016-01-01,4086,748,2.73,470,632,1139,996,849,أثير عبدالله النشمي,8,143,ذات فقد,أثير عبدالله النشمي,1,178,3516,2019-01-01, دار الفارابي للنشر والتوزيع,164.0,Paperback,False,,Novels,Novels
6798414,رحلة ابن فضلان إلى بلاد الترك والروس والصقالبة,2019-01-01,1965,302,3.87,523,800,524,92,26,Ahmad ibn Fadlān,6,27,رِسَالَة [Risāla],"Ahmad ibn Fadlān,أحمد بن فضلان,شاكر لعيبي (تحقيق و تقديم)",45,222,3981,2019-01-01, المؤسسة العربية للدراسات والنشر، دار السويدي,151.0,Paperback,False,,Nonfiction,Nonfiction
24464806,الطلياني,2014-01-01,2484,551,2.93,252,548,808,530,346,شكري المبخوت,19,250,الطلياني,شكري المبخوت,7,148,2443,2019-01-01, دار التنوير,342.0,Paperback,False,,Novels,Novels
24357777,رحلتى من الشك للشك برضه,2015-01-01,3151,453,3.31,571,860,969,476,275,مصطفى شهيب,6,689,رحلتى من الشك للشك برضه,مصطفى شهيب,3,220,3964,2019-01-01, الرواق للنشر والتوزيع,189.0,Paperback,False,,Nonfiction,Nonfiction
24359523,سوف أحكي عنكِ,2015-01-01,5321,639,3.16,930,1217,1578,976,620,أحمد مهنى,5,1231,سوف أحكي عنكِ,أحمد مهنى,4,786,9486,2019-01-01, دار دوِّن للنشر والتوزيع,232.0,Paperback,False,,Novels,Novels
24427870,أثر النبي: قصص قصيرة من وحى السيرة,2015-01-10,4105,826,4.19,1784,1538,610,117,56,عمر طاهر,37,116,أثر النبي: قصص قصيرة من وحى السيرة,عمر طاهر,6,317,4924,2019-01-01, أطلس للنشر والإنتاج الإعلامي,168.0,Paperback,False,,Nonfiction,Nonfiction
23915038,شربة الحاج داود,2014-12-25,3324,532,3.83,867,1351,855,187,64,أحمد خالد توفيق,553,293,شربة الحاج داود,أحمد خالد توفيق,2,355,5912,2019-01-01, الكرمة للنشر,233.0,Paperback,False,,Nonfiction,Nonfiction
3852896,عصر القرود,1978-01-01,5552,677,3.8,1612,1995,1339,419,187,مصطفى محمود,164,21,عصر القرود,مصطفى محمود,8,241,5202,2019-01-01, دار المعارف,91.0,Paperback,False,,Philosophy,Philosophy
21843031,ص.ب: 1003,2014-03-01,980,216,3.66,329,222,259,109,61,سلطان العميمي,17,792,ص.ب: 1003,سلطان العميمي,3,47,1430,2019-01-01, الدار العربية للعلوم - ناشرون,238.0,Paperback,False,,Novels,Novels
20914335,حديث الجنود,2014-02-25,2982,552,4.16,1339,1022,449,111,61,أيمن العتوم,29,118,حديث الجنود,أيمن العتوم,8,424,6104,2019-01-01, المؤسسة العربية للدراسات والنشر,470.0,Paperback,False,,Novels,Novels
6304929,كنت رئيسًا لمصر,1984-01-01,4651,811,3.96,1469,1862,1041,201,78,محمد نجيب,13,302,كنت رئيساً لمصر,محمد نجيب,5,768,9007,1984-01-01,المكتب المصري الحديث,420.0,Paperback,False,,Nonfiction,Nonfiction
5886310,خديجة وسوسن,1989-12-01,2287,460,3.68,433,923,736,156,39,رضوى عاشور,26,107,خديجة وسوسن,"رضوى عاشور,Radwa Ashour",7,59,3138,2019-01-01, دار الهلال,143.0,Paperback,False,,Novels,Novels
18250100-313,313,2013-01-01,4797,684,3.03,812,1000,1330,815,840,Amr Algendy,14,2674,313,Amr Algendy,4,489,6321,2019-01-01, الدار المصرية اللبنانية,383.0,Paperback,False,,Novels,Novels
6397935,أناشيد الإثم والبراءة,1980-01-01,6419,834,4.02,2545,2104,1244,393,133,مصطفى محمود,164,21,أناشيد الإثم والبراءة,مصطفى محمود,6,355,7591,2019-01-01, دار المعارف,96.0,Paperback,False,,Philosophy,Philosophy
7821928,روائع نزار قباني,1999-01-01,1625,65,4.25,867,452,200,56,50,نزار قباني,209,6776,روائع نزار قباني,نزار قباني,4,227,3557,1999-01-01,"january 1, 1999",270.0,Paperback,False,,Poetry,Poetry
2940481,الجريمة,1973-01-01,1557,237,3.27,169,428,678,216,66,Naguib Mahfouz,429,144,الجريمة ,"Naguib Mahfouz,Naguib Mahfouz",12,67,1796,2019-01-01, دار الشروق,124.0,Paperback,False,,Novels,Novels
17826868,نساء الكرنتينا,2013-01-01,1050,251,3.35,192,323,301,125,109,نائل الطوخي,9,520,نساء الكرنتينا,نائل الطوخي,11,98,2930,2019-01-01, دار ميريت - القاهرة,364.0,Paperback,False,,Novels,Novels
7809382-8,الغرفة رقم 8,2009-01-01,3394,336,3.69,1375,672,629,352,366,يحيى خان,11,588,الغرفة رقم 8,يحيى خان,2,567,5997,2019-01-01, دار الكفاح,242.0,Paperback,False,,Novels,Novels
7937226,القميص المسروق,1958-01-01,2352,432,4.02,833,869,527,100,23,غسان كنفاني,73,102,القميص المسروق,"غسان كنفاني,Ghassan Kanafani",5,69,3088,2019-01-01, مؤسسة الأبحاث العربية ,76.0,Paperback,False,,Novels,Novels
6024532,رجل تحت الصفر,1966-01-01,4314,521,3.75,1239,1411,1127,405,132,مصطفى محمود,164,21,رجل تحت الصفر,مصطفى محمود,1,147,4935,2019-01-01, دار المعارف,98.0,Paperback,False,,Novels,Novels
6130850,الأيدي الناعمة,1959-01-01,2148,209,3.63,498,693,684,217,56,Tawfiq Al-Hakim,175,543,الأيدي الناعمة,"Tawfiq Al-Hakim,توفيق الحكيم",7,39,1785,2019-01-01, مكتبة مصر,179.0,Paperback,False,,Literature,Literature
7089479,تحت أقدام الأمهات,2009-01-01,2629,474,3.57,636,808,739,308,138,بثينة العيسى,22,25,تحت أقدام الأمهات,بثينة العيسى,7,97,3898,2019-01-01, الدار العربية للعلوم ناشرون,278.0,Paperback,False,,Novels,Novels
7654939,حجرتان وصالة: متتالية منزلية,2009-01-01,3299,700,3.64,761,1181,879,359,119,إبراهيم أصلان,13,1922,حجرتان وصالة: متتالية منزلية,إبراهيم أصلان,3,109,3752,2019-01-01, دار الشروق,138.0,Paperback,False,,Novels,Novels
5885743,المرايا,1972-01-01,2159,325,3.8,586,808,559,152,54,Naguib Mahfouz,429,144,المرايا,"Naguib Mahfouz,نجيب محفوظ",26,164,3328,2019-01-01, دار الشروق,340.0,Paperback,False,,Novels,Novels
3997266,أمام العرش: حوار مع الحكام,1983-01-01,2265,388,3.42,423,638,771,325,108,Naguib Mahfouz,429,144,أمام العرش: حوار مع الحكام,"Naguib Mahfouz,نجيب محفوظ",24,101,2443,2019-01-01, دار الشروق,144.0,Paperback,False,,Literature,Literature
7848831,المواكب,1919-01-01,1413,234,4.03,543,487,290,73,20,Kahlil Gibran,1097,137,المواكب,"Kahlil Gibran,George Kheirallah (Editor),جبران خليل جبران",36,37,1174,1919-01-01,نوفل,43.0,Paperback,False,,Philosophy,Philosophy
6909447,تهافت التهافت,2008-01-01,493,40,4.16,243,138,75,20,17,Ibn Rushd,105,208,تهافت التهافت,"Ibn Rushd,أحمد شمس الدين (المحقق),ابن رشد",29,128,3930,2019-01-01, دار الكتب العلمية,400.0,Paperback,False,,Philosophy,Philosophy
7684614,لماذا لا يثور المصريون؟,2010-01-01,1015,78,3.79,262,405,251,67,30,Alaa Al Aswany,33,1618,لماذا لا يثور المصريون؟,"Alaa Al Aswany,علاء الأسواني",6,48,1270,2019-01-01, دار الشروق,300.0,Paperback,False,,Nonfiction,Nonfiction
3459683,المملوك الشارد,1996-01-01,562,84,3.3,103,129,193,107,30,جرجي زيدان,60,618,المملوك الشارد,"جرجي زيدان,Jurji Zaydan",10,36,593,1996-01-01,"january 1, 1999",239.0,Paperback,False,,Novels,Novels
6634911,سفينة نوح,2009-01-01,3782,420,3.3,621,1100,1178,561,322,Khaled Al Khamissi,9,189,سفينة نوح,"Khaled Al Khamissi,خالد الخميسي",8,220,3075,2019-01-01, دار الشروق,410.0,Paperback,False,,Novels,Novels
10098640,الكتاب التاني,2011-01-01,3562,329,3.4,642,1065,1153,496,206,أحمد العسيلي,4,2965,الكتاب التاني,أحمد العسيلي,3,205,2686,2019-01-01, دار الشروق,237.0,Paperback,False,,Philosophy,Philosophy
5985536,بابا سارتر,2004-01-01,685,126,3.43,134,205,214,87,45,Ali Bader,19,150,بابا سارتر,"Ali Bader,علي بدر",14,39,1336,2019-01-01, المؤسسة العربية للدراسات والنشر ,240.0,Paperback,False,,Novels,Novels
6279483,حب في أغسطس,2006-07-01,1699,213,4.15,781,556,249,69,44,أحمد خالد توفيق,553,293,حب في أغسطس,أحمد خالد توفيق,1,42,1464,2019-01-01, المؤسسة العربية الحديثة,154.0,Paperback,False,,Novels,Novels
6750057,رسالة في الطريق إلى ثقافتنا,1987-01-01,2743,579,4.43,1655,735,254,69,30,محمود محمد شاكر,48,1511,رسالة في الطريق إلى ثقافتنا,محمود محمد شاكر,13,374,5423,2019-01-01, مكتبة الخانجي,182.0,Paperback,False,,Nonfiction,Nonfiction
6138016,عيناك قدري,1962-01-01,2849,320,3.58,736,828,789,342,154,غادة السمان,75,7739,عيناك قدري,غادة السمان,1,352,6020,2019-01-01, منشورات غادة السمان,179.0,Paperback,False,,Novels,Novels
3756221,بالأمس حلمت بك,1984-01-01,3154,343,3.22,385,819,1237,529,184,بهاء طاهر,26,6043,بالأمس حلمت بك,بهاء طاهر,6,144,3321,2019-01-01, دار الشروق,108.0,Paperback,False,,Novels,Novels
6464448,معالم في الطريق,1964-11-01,5258,907,3.92,2330,1346,802,388,392,Sayed Qutb,113,1980,معالم في الطريق,"Sayed Qutb,سيد قطب",45,1033,10500,2019-01-01, دار الشروق,186.0,Paperback,False,,Philosophy,Philosophy
11104403,خرافة التقدم والتخلف: العرب والحضارة الغربية في مستهل القرن الواحد والعشرين,2005-01-01,1781,268,3.78,553,563,460,136,69,جلال أمين,53,2864, خرافة التقدم والتخلف: العرب والحضارة الغربية في مستهل القرن الواحد والعشرين ,جلال أمين,6,128,6186,2019-01-01, دار الشروق,175.0,Paperback,False,,Philosophy,Philosophy
5899456,أحمد فؤاد نجم: الأعمال الشعرية الكاملة,1998-01-01,1814,140,4.12,798,591,316,67,42,أحمد فؤاد نجم,35,996,أحمد فؤاد نجم: الأعمال الشعرية الكاملة,أحمد فؤاد نجم,9,83,2390,2019-01-01, دار الأحمدي للنشر,616.0,Hardcover,False,,Poetry,Poetry
3240700,أن تكون عباس العبد,2003-11-22,2969,577,3.12,436,763,867,528,375,أحمد العايدي,14,1475,أن تكون عباس العبد,"أحمد العايدي,Ahmed Alaidy",27,54,1904,2019-01-01, الكرمة للنشر,160.0,Paperback,False,,Novels,Novels
3120085,أبو شلاخ البرمائي,2002-01-01,2811,427,3.49,650,811,782,404,164,Ghazi A. Algosaibi,89,852,أبو شلاخ البرمائي,"Ghazi A. Algosaibi,غازي عبد الرحمن القصيبي",7,185,2168,2019-01-01, المؤسسة العربية للدراسات والنشر,272.0,Paperback,False,,Novels,Novels
2940443,بين الأطلال,1952-01-01,1600,162,3.82,556,471,372,138,63,يوسف السباعي,79,4270,بين الأطلال,يوسف السباعي,1,73,1863,1952-01-01,"january 1, 2008",292.0,Paperback,False,,Novels,Novels
3496233,زوجة أحمد,1961-01-01,1604,171,3.5,374,425,504,234,67,إحسان عبد القدوس,85,4133,زوجة أحمد,إحسان عبد القدوس,2,54,1368,2019-01-01, دار أخبار اليوم - قطاع الثقافة,224.0,Paperback,False,,Novels,Novels
2498049._,الأندلس التاريخ المصور,2005-04-01,2708,243,4.18,1364,725,431,108,80,طارق السويدان,173,4618,الأندلس التاريخ المصور,طارق السويدان,6,268,7286,2019-01-01, شركة الإبداع الفكري,520.0,Paperback,False,,Nonfiction,Nonfiction
43694264,أنا يوسف,2019-01-25,2696,621,4.4,1601,731,242,74,48,أيمن العتوم,29,118,أنا يوسف,أيمن العتوم,10,276,5226,2019-01-01, دار المعرفة - القاهرة,351.0,Paperback,False,,Novels,Novels
42768666-17,17,2018-11-01,2044,208,3.56,661,431,510,282,160,عبدالوهاب السيد الرفاعي,26,4706,17,عبدالوهاب السيد الرفاعي,4,158,3203,2018-11-01,"november 1, 2018",239.0,Paperback,False,,Novels,Novels
57599734,‫أوراق شمعون المصري‬,2021-09-05,2992,739,4.54,2058,630,208,52,44,أسامة عبد الرؤف الشاذلي,3,604,‫أوراق شمعون المصري‬,أسامة عبد الرؤف الشاذلي,4,591,5325,2021-09-05,"march 28, 2021",623.0,Paperback,False,,Literature,Literature
56846031,ذكر شرقي منقرض,2021-01-26,2704,594,3.81,945,825,562,214,158,محمد  طه,6,3828,ذكر شرقي منقرض,محمد  طه,5,396,3427,2019-01-01, مكتبة الشروق,342.0,Paperback,False,,Nonfiction,Nonfiction
39933267,في أثر عنايات الزيات,2019-11-01,1504,442,4.34,769,530,163,33,9,إيمان مرسال,10,1801,في أثر عنايات الزيات,إيمان مرسال,5,113,2975,2019-01-01, الكتب خان للنشر والتوزيع,243.0,Paperback,False,,Nonfiction,Nonfiction
